"no","tahun","pemda","provinsi","wilayah","disclaimer","special_row","400_a","400_r","400_p","410_a","410_r","410_p","411_a","411_r","411_p","412_a","412_r","412_p","413_a","413_r","413_p","414_a","414_r","414_p","420_a","420_r","420_p","421_a","421_r","421_p","422_a","422_r","422_p","423_a","423_r","423_p","430_a","430_r","430_p","431_a","431_r","431_p","432_a","432_r","432_p","433_a","433_r","433_p","434_a","434_r","434_p","435_a","435_r","435_p","436_a","436_r","436_p","439_a","439_r","439_p","500_a","500_r","500_p","510_a","510_r","510_p","511_a","511_r","511_p","512_a","512_r","512_p","513_a","513_r","513_p","514_a","514_r","514_p","515_a","515_r","515_p","516_a","516_r","516_p","517_a","517_r","517_p","518_a","518_r","518_p","519_a","519_r","519_p","520_a","520_r","520_p","521_a","521_r","521_p","522_a","522_r","522_p","523_a","523_r","523_p","600_a","600_r","600_p","610_a","610_r","610_p","611_a","611_r","611_p","612_a","612_r","612_p","613_a","613_r","613_p","614_a","614_r","614_p","615_a","615_r","615_p","616_a","616_r","616_p","617_a","617_r","617_p","619_a","619_r","619_p","620_a","620_r","620_p","621_a","621_r","621_p","622_a","622_r","622_p","623_a","623_r","623_p","624_a","624_r","624_p","625_a","625_r","625_p","626_a","626_r","626_p","629_a","629_r","629_p"
"192","2019","07","10","Kab. Garut","Realisasi APBD 2019 (per 21 Oktober 2020)","False","4255426708724","4794836329500","112,68 %","472939891436","486565326730","102,88 %","145000000000","131675124090","90,81 %","22000381042","17001093720","77,28 %","5426366748","5679619287","104,67 %","300513143646","332209489633","110,55 %","2799516249381","2843353809646","101,57 %","196009920381","288321148971","147,10 %","1837050436000","1837050436000","100,00 %","766455893000","717982224675","93,68 %","982970567907","1464917193124","149,03 %","288644863000","296337644761","102,67 %","0","0","-","187393417907","209827893837","111,97 %","22747930000","527950673084","2.320,87 %","0","430800981442","-","484184357000","0","0,00 %","0","0","-","4266426708724","4594611035095","107,69 %","2552448023425","2625671781929","102,87 %","1752508030801","1794273668620","102,38 %","0","0","-","0","0","-","69572800000","72006550000","103,50 %","6683280000","24531779920","367,06 %","14535662324","15006628795","103,24 %","698963275700","718678870844","102,82 %","10184974600","1174283750","11,53 %","0","0","-","1713978685299","1968939253166","114,88 %","142222626916","0","0,00 %","1065235395285","1415855453941","132,91 %","506520663098","553083799225","109,19 %","11000000000","129047109819","1.173,16 %","25000000000","157817037741","631,27 %","25000000000","157817037741","631,27 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","14000000000","28769927922","205,50 %","0","0","-","11000000000","10347459500","94,07 %","3000000000","18422468422","614,08 %","0","0","-","0","0","-","0","0","-","0","0","-"
"193","2019","16","10","Kab. Tasikmalaya","Realisasi APBD 2019 (per 21 Oktober 2020)","False","3195727845795","3832391090725","119,92 %","257296742991","288290693896","112,05 %","65875262509","74270569778","112,74 %","10177977488","9843268317","96,71 %","25856697234","26780062955","103,57 %","155386805760","177396792846","114,16 %","2226977929000","2160615166635","97,02 %","67104655000","57273053225","85,35 %","1508324968000","1508324968000","100,00 %","651548306000","595017145410","91,32 %","711453173804","1383485230194","194,46 %","173163815604","190761077474","110,16 %","0","0","-","116166517200","142797736155","122,93 %","31739145000","421827574100","1.329,05 %","0","628098842465","-","390383696000","0","0,00 %","0","0","-","3284673387395","3794194780061","115,51 %","2243213671428","2161509659423","96,36 %","1459982100476","1363770494730","93,41 %","0","0","-","0","0","-","58524200000","89373875000","152,71 %","7000000000","5767750000","82,40 %","8246454001","8392437750","101,77 %","694460916951","692744031943","99,75 %","15000000000","1461070000","9,74 %","0","0","-","1041459715967","1632685120638","156,77 %","134068298962","132056621652","98,50 %","571701778966","863720504270","151,08 %","335689638039","636907994716","189,73 %","88945541600","176914191054","198,90 %","92945541600","221626968162","238,45 %","92945541600","177939417154","191,44 %","0","0","-","0","0","-","0","43687551008","-","0","0","-","0","0","-","0","0","-","0","0","-","4000000000","44712777108","1.117,82 %","0","0","-","4000000000","4000000000","100,00 %","0","40712777108","-","0","0","-","0","0","-","0","0","-","0","0","-"
"194","2019","04","10","Kab. Ciamis","Realisasi APBD 2019 (per 21 Oktober 2020)","False","2439009615700","2951167251683","121,00 %","238094914700","264280368264","111,00 %","63500000000","70481801268","110,99 %","8719272000","10417537848","119,48 %","3700000000","3444500119","93,09 %","162175642700","179936529029","110,95 %","1845286827000","1793455239304","97,19 %","67114285000","55176668620","82,21 %","1228672016000","1212593846191","98,69 %","549500526000","525684724493","95,67 %","355627874000","893431644115","251,23 %","0","116532800000","-","0","0","-","80396000000","124171550133","154,45 %","275231874000","274928462800","99,89 %","0","377798831182","-","0","0","-","0","0","-","2438453070820","2692635013098","110,42 %","1709981859344","1607782588590","94,02 %","1155265106244","1105829854874","95,72 %","0","0","-","0","0","-","94014600000","76830400000","81,72 %","5095000000","7671250000","150,56 %","8100000000","3427646147","42,32 %","435007153100","414023437569","95,18 %","12500000000","0","0,00 %","0","0","-","728471211476","1084852424508","148,92 %","69348398135","471345000","0,68 %","367935046166","564064246741","153,31 %","291187767175","520316832767","178,69 %","-556544880","-12824825324","2.304,36 %","48999788920","14086970815","28,75 %","48999788920","7121270115","14,53 %","0","0","-","0","0","-","0","6965700700","-","0","0","-","0","0","-","0","0","-","0","0","-","49556333800","26911796139","54,31 %","5000000000","0","0,00 %","13500000000","5500000000","40,74 %","512500000","21411796139","4.177,91 %","0","0","-","0","0","-","30543833800","0","0,00 %","0","0","-"
"195","2019","06","10","Kab. Cirebon","Realisasi APBD 2019 (per 21 Oktober 2020)","False","3361696314058","4014469930716","119,42 %","597481096353","638421049236","106,85 %","208500000000","213572238616","102,43 %","41698590975","42841103005","102,74 %","9108533000","12990615843","142,62 %","338173972378","369017091772","109,12 %","2020945905353","2193871376963","108,56 %","113914416353","74858070080","65,71 %","1563639127000","1591291632000","101,77 %","343392362000","527721674883","153,68 %","743269312352","1182177504517","159,05 %","0","241813500000","-","0","0","-","282153576352","294592460792","104,41 %","461115736000","461115736000","100,00 %","0","183235515603","-","0","0","-","0","1420292122","-","3450896314058","4025755935862","116,66 %","2246626381233","2257040470121","100,46 %","1562203432653","1519699443028","97,28 %","0","0","-","0","0","-","3075000000","73079519529","2.376,57 %","2026604000","12479924143","615,80 %","25019859000","20433532671","81,67 %","635141090400","631348050750","99,40 %","19160395180","0","0,00 %","0","0","-","1204269932825","1768715465741","146,87 %","194340824566","5415890100","2,79 %","659084947661","1175465796488","178,35 %","350844160598","587833779153","167,55 %","89200000000","300120443502","336,46 %","95000000000","321620443502","338,55 %","95000000000","300120443502","315,92 %","0","0","-","0","0","-","0","21500000000","-","0","0","-","0","0","-","0","0","-","0","0","-","5800000000","21500000000","370,69 %","0","0","-","5800000000","0","0,00 %","0","21500000000","-","0","0","-","0","0","-","0","0","-","0","0","-"
"196","2019","10","10","Kab. Kuningan","Realisasi APBD 2019 (per 21 Oktober 2020)","False","2561587902785","2747862863686","107,27 %","331071737045","301403914672","91,04 %","88695000000","93712767385","105,66 %","51857665024","50325349744","97,05 %","4663606740","5689371180","122,00 %","185855465281","151676426363","81,61 %","1779353986450","1740991070659","97,84 %","74205522450","55469889262","74,75 %","1239431047000","1243359240000","100,32 %","465717417000","442161941397","94,94 %","451162179290","705467878355","156,37 %","5433216000","132491066034","2.438,54 %","0","0","-","116246963290","124287626143","106,92 %","329482000000","329482000000","100,00 %","0","119207186178","-","0","0","-","0","0","-","2486115925365","2650613858063","106,62 %","1796236424671","1739157180168","96,82 %","1266895240692","1220743831257","96,36 %","0","563958337","-","0","0","-","45758000000","46758411134","102,19 %","23946000000","17123972000","71,51 %","14055266502","13280547395","94,49 %","439162475145","438830558045","99,92 %","6419442332","1855902000","28,91 %","0","0","-","689879500694","911456677895","132,12 %","19054600844","38175579014","200,35 %","519253587497","621372086496","119,67 %","151571312353","251909012385","166,20 %","-75471977420","-42644806119","56,50 %","0","49683696301","-","0","34423696301","-","0","0","-","0","0","-","0","15000000000","-","0","0","-","0","260000000","-","0","0","-","0","0","-","75471977420","92328502420","122,33 %","0","0","-","3000000000","3500000000","116,67 %","72471977420","88828502420","122,57 %","0","0","-","0","0","-","0","0","-","0","0","-"
"197","2019","08","10","Kab. Indramayu","Realisasi APBD 2019 (per 21 Oktober 2020)","False","3479610966000","3875800291089","111,39 %","439593641000","450063256102","102,38 %","101985000000","115182693057","112,94 %","36989744000","29208527061","78,96 %","13297026000","14427199571","108,50 %","287321871000","291244836413","101,37 %","2220788342000","2115229425122","95,25 %","253952125250","188125853117","74,08 %","1418027397000","1418027397000","100,00 %","548808819750","509076175005","92,76 %","819228983000","1310507609865","159,97 %","207148584000","203572319300","98,27 %","0","0","-","216292946000","238959202982","110,48 %","23718391000","395787453000","1.668,69 %","0","472188634583","-","372069062000","0","0,00 %","0","0","-","3455810966000","3751429488711","108,55 %","1883715269000","1842190793973","97,80 %","1283804475000","1218491701612","94,91 %","0","0","-","0","0","-","44493000000","58836833500","132,24 %","0","2467500000","-","13897475000","18538361361","133,39 %","540520319000","543418162500","100,54 %","1000000000","438235000","43,82 %","0","0","-","1572095697000","1909238694738","121,45 %","103871449925","78637349611","75,71 %","810561177217","847915934100","104,61 %","657663069858","982685411027","149,42 %","-23800000000","40707865597","-171,04 %","13200000000","79707865597","603,85 %","13200000000","79707865597","603,85 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","37000000000","39000000000","105,41 %","0","0","-","37000000000","39000000000","105,41 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"198","2019","11","10","Kab. Majalengka","Realisasi APBD 2019 (per 21 Oktober 2020)","False","3323697562204","2964575597975","89,20 %","473449999993","439843264595","92,90 %","143849545385","123654331397","85,96 %","20092014668","18875051518","93,94 %","8490898197","7825254542","92,16 %","301017541743","289488627138","96,17 %","1715228407900","1672256633918","97,49 %","83026386000","71657874834","86,31 %","1167367009900","1167367009900","100,00 %","464835012000","433231749184","93,20 %","1135019154311","852475699462","75,11 %","132650000000","133071360000","100,32 %","0","0","-","139642898935","151238495571","108,30 %","414881243000","414881243000","100,00 %","447845012376","153284600891","34,23 %","0","0","-","0","0","-","3361968084312","3013041916155","89,62 %","1819857336440","1727525657566","94,93 %","1270887345845","1179523715311","92,81 %","0","0","-","0","0","-","27416200000","28854900000","105,25 %","400000000","3115000000","778,75 %","16394156005","13371277500","81,56 %","502759634590","502660764755","99,98 %","2000000000","0","0,00 %","0","0","-","1542110747872","1285516258589","83,36 %","83835493875","74762000565","89,18 %","612662101449","567090560169","92,56 %","845613152548","643663697855","76,12 %","38270522109","149888540237","391,66 %","42270522109","178345291137","421,91 %","42001530109","159040827837","378,65 %","0","0","-","0","0","-","0","19299465800","-","0","0","-","268992000","4997500","1,86 %","0","0","-","0","0","-","4000000000","28456750900","711,42 %","0","0","-","4000000000","9157285100","228,93 %","0","19299465800","-","0","0","-","0","0","-","0","0","-","0","0","-"
"199","2019","17","10","Kota Bandung","Realisasi APBD 2019 (per 21 Oktober 2020)","False","6552675658887","6381818944636","97,39 %","3055014614375","2548258990275","83,41 %","2436311729898","2154637871057","88,44 %","135564168477","62466949931","46,08 %","80040000000","10477350536","13,09 %","403098716000","320676818751","79,55 %","2535287328333","2484080961540","97,98 %","339361364333","248779771204","73,31 %","1695146944000","1798102095000","106,07 %","500779020000","437199095336","87,30 %","962373716179","1349478992821","140,22 %","100000000000","207418000000","207,42 %","0","0","-","862373716179","871625403102","101,07 %","0","0","-","0","270435589719","-","0","0","-","0","0","-","7121331712723","6312147268360","88,64 %","3226341577042","2838199006818","87,97 %","2909152769691","2535147027039","87,14 %","0","0","-","108825685200","108825685200","100,00 %","196470565700","190285964705","96,85 %","0","2242800000","-","0","0","-","1500000000","1499999999","100,00 %","10392556451","197529875","1,90 %","0","0","-","3894990135681","3473948261542","89,19 %","254937013788","191692000","0,08 %","2511421501942","2294327100118","91,36 %","1128631619951","1179429469424","104,50 %","568656053835","161607247867","28,42 %","779006053835","234380008667","30,09 %","779006053835","234380008667","30,09 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","210350000000","72772760800","34,60 %","0","0","-","210350000000","72772760800","34,60 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"200","2019","19","10","Kota Bogor","Realisasi APBD 2019 (per 21 Oktober 2020)","False","2350478728324","2559857207794","108,91 %","944394650807","1015884216920","107,57 %","620894818419","689543006040","111,06 %","47559782875","51362153192","107,99 %","32609812282","28241844911","86,61 %","243330237231","246737212777","101,40 %","1039371277000","1106494405814","106,46 %","96957077000","77654424279","80,09 %","813779065000","838948449000","103,09 %","128635135000","189891532535","147,62 %","366712800517","437478585060","119,30 %","86269600000","88328640000","102,39 %","0","0","-","239370189517","252139954160","105,33 %","41073011000","41073011000","100,00 %","0","55936979900","-","0","0","-","0","0","-","2607679400305","2528443956613","96,96 %","1184435750445","1080707776909","91,24 %","1053553078053","946231166393","89,81 %","7000000000","6578046142","93,97 %","0","0","-","60155000000","79149334000","131,58 %","48570456200","46743921755","96,24 %","0","0","-","5157216192","1995853019","38,70 %","10000000000","9455600","0,09 %","0","0","-","1423243649860","1447736179704","101,72 %","234616590962","235658195436","100,44 %","706780670798","711101422815","100,61 %","481846388100","500976561453","103,97 %","257200671981","246306520998","95,76 %","268697704241","401802129831","149,54 %","263200671981","256564582704","97,48 %","0","0","-","0","0","-","0","139752780949","-","5497032260","0","0,00 %","0","5484766178","-","0","0","-","0","0","-","11497032260","155495608833","1.352,48 %","0","0","-","6000000000","16000000000","266,67 %","5497032260","139495608833","2.537,65 %","0","0","-","0","0","-","0","0","-","0","0","-"
"201","2019","22","10","Kota Sukabumi","Realisasi APBD 2019 (per 21 Oktober 2020)","False","1260602681130","1236907802861","98,12 %","376146456876","330946584148","87,98 %","38335999280","53810133137","140,36 %","7894423000","8732821340","110,62 %","3650000000","3991452290","109,35 %","326266034596","264412177381","81,04 %","750251973646","709268996970","94,54 %","67392188195","53905096451","79,99 %","519590243000","519590243000","100,00 %","163269542451","135773657519","83,16 %","134204250608","196692221743","146,56 %","36649450000","36727360000","100,21 %","0","0","-","63760235608","73649687984","115,51 %","33794565000","33794565000","100,00 %","0","52520608759","-","0","0","-","0","0","-","1291165058583","1308065325737","101,31 %","514995085700","536606455989","104,20 %","473400034780","491812661714","103,89 %","0","0","-","0","0","-","33250077370","34871623703","104,88 %","5129600000","6795500000","132,48 %","0","0","-","715373550","610817039","85,38 %","2500000000","2515853533","100,63 %","0","0","-","776169972883","771458869748","99,39 %","57567075667","47852564633","83,12 %","531806043835","531228358368","99,89 %","186796853381","192377946747","102,99 %","30562377453","161455706648","528,28 %","35246020000","166189349195","471,51 %","35246020000","166189349195","471,51 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","4683642547","4733642547","101,07 %","0","0","-","2000000000","1000000000","50,00 %","2683642547","2683642547","100,00 %","0","1050000000","-","0","0","-","0","0","-","0","0","-"
"202","2019","20","10","Kota Cirebon","Realisasi APBD 2019 (per 21 Oktober 2020)","False","1476600611450","1543026589244","104,50 %","478465076450","434208148078","90,75 %","179450700000","187970567869","104,75 %","13299868000","11082898549","83,33 %","7352501000","4501629676","61,23 %","278362007450","230653051984","82,86 %","846451794000","803587681346","94,94 %","82364954000","57473349170","69,78 %","600910535000","593145833000","98,71 %","163176305000","152968499176","93,74 %","151683741000","305230759820","201,23 %","37862400000","39616922000","104,63 %","0","0","-","91332780000","96108159099","105,23 %","22488561000","0","0,00 %","0","0","-","0","0","-","0","169505678721","-","1559132961545","1587295590992","101,81 %","728139769035","717053479657","98,48 %","667167961885","660622891682","99,02 %","0","0","-","0","0","-","54772411150","52655887215","96,14 %","3475500000","2970200000","85,46 %","0","0","-","723896000","758268800","104,75 %","2000000000","46231960","2,31 %","0","0","-","830993192510","870242111335","104,72 %","23793617394","0","0,00 %","621621215184","600326303396","96,57 %","185578359932","269915807939","145,45 %","82532350095","88751336642","107,54 %","87601350095","233751336642","266,84 %","87601350095","73751336642","84,19 %","0","0","-","0","0","-","0","160000000000","-","0","0","-","0","0","-","0","0","-","0","0","-","5069000000","145000000000","2.860,52 %","0","0","-","5000000000","5000000000","100,00 %","69000000","140000000000","202.898,55 %","0","0","-","0","0","-","0","0","-","0","0","-"
